,District,School Code,School Name,number,score,vote
64,Temecula Valley Unified,3330370,Temecula Valley High,94,49.1276595745,0.408742194469
65,Arcadia Unified,1930288,Arcadia High,31,61.2580645161,0.641412361689
66,Hesperia Unified,119115,Oak Hills High,85,36.4823529412,0.291064388962
67,Upland Unified,3637584,Upland High,101,45.3069306931,0.610185756392
68,Long Beach Unified,1935758,Millikan High,264,36.0568181818,0.575231756596
69,Moreno Valley Unified,3330396,Canyon Springs High,185,40.7243243243,0.601864262215
70,Clovis Unified,1030501,Buchanan High,14,79.0,0.398396767466
71,Tustin Unified,3037553,Tustin High,12,42.0,0.624855443582
72,San Leandro Unified,137588,San Leandro High,317,27.3059936909,0.737482842991
73,Moreno Valley Unified,3330438,Valley View High,180,37.7277777778,0.546990496304
74,Corona-Norco Unified,3330446,Centennial High,226,40.9115044248,0.432162875041
75,Kern Union High,110999,Frontier High,13,62.0,0.413674372848
76,Long Beach Unified,1939875,Wilson High,316,31.1297468354,0.742538438348
77,Vacaville Unified,4837803,Vacaville High,88,33.1136363636,0.570959803117
78,Rialto Unified,102830,Wilmer Amina Carter High,210,27.6047619048,0.666440562998
79,Beaumont Unified,3330479,Beaumont Senior High,59,54.4237288136,0.465511092089
80,Twin Rivers Unified,3436979,Rio Linda High,11,45.0,0.671213208902
81,Lake Elsinore Unified,3330487,Temescal Canyon High,42,35.7857142857,0.453914327917
82,Los Angeles Unified,1931708,Chatsworth Senior High,67,41.7164179104,0.545961333175
83,Manhattan Beach Unified,1935808,Mira Costa High,73,68.3561643836,0.682744775044
84,Elk Grove Unified,3430873,Franklin High,271,45.7933579336,0.635654169855
85,William S. Hart Union High,1931740,Saugus High,37,53.8918918919,0.45738545338
86,San Ramon Valley Unified,113118,Dougherty Valley High,63,58.5555555556,0.711773832098
87,Murrieta Valley Unified,3330529,Murrieta Valley High,53,48.8113207547,0.551023137622
88,Antioch Unified,117218,Dozier-Libbey Medical High,42,42.619047619,0.720506845325
89,Kern Union High,1530344,Stockdale High,87,56.183908046,0.815833333333
90,Stockton Unified,3932654,Franklin High,11,36.0,0.546288209607
91,Oxnard Union High,5634548,Oxnard High,18,56.0,0.647087467283
92,Val Verde Unified,3330552,Rancho Verde High,297,38.4882154882,0.553964887475
93,Los Angeles Unified,1995489,Los Angeles Unified Alternativ,32,25.6875,0.81433061866
94,Mt. Diablo Unified,731646,College Park High,11,45.0,0.706974540128
95,Las Virgenes Unified,1931781,Calabasas High,48,58.0625,0.64766536965
96,San Francisco Unified,3830288,Balboa High,14,7.0,0.857183118439
97,San Lorenzo Unified,137745,Royal Sunset (Continuation),11,0.0,0.819102405629
98,Los Angeles Unified,1937838,San Pedro Senior High,64,39.046875,0.721876046901
99,Corona-Norco Unified,3330586,Lee V. Pollard High (Cont.),11,0.0,0.581043375328
100,Los Angeles Unified,1933852,Alexander Hamilton Senior Hig,444,32.2117117117,0.816042024447
101,Acalanes Union High,733725,Las Lomas High,16,63.0,0.74777603349
102,Perris Union High,113191,Heritage High,60,49.8333333333,0.502294893861
103,Claremont Unified,1931823,Claremont High,78,51.1666666667,0.593502314996
104,Monrovia Unified,1935923,Monrovia High,51,53.1176470588,0.687778528022
105,Val Verde Unified,109108,Citrus Hill High,50,34.22,0.599527085125
106,William S. Hart Union High,1933902,Hart (William S.) Senior High,12,67.0,0.493247068338
107,Santa Monica-Malibu Unified,1938000,Santa Monica High,129,36.3565891473,0.83513562224
108,San Lorenzo Unified,137810,San Lorenzo High,150,26.04,0.789598540146
109,Los Angeles Unified,1931864,Grover Cleveland High,49,73.1428571429,0.695140327745
110,Kern Union High,1536606,West High,11,27.0,0.40262955988
111,San Jose Unified,4330080,Gunderson High,11,45.0,0.726104035234
112,Kern Union High,1530476,Liberty High,15,67.0,0.298972449739
113,Desert Sands Unified,3330669,La Quinta High,24,87.75,0.441717002956
114,Centinela Valley Union High,1933951,Hawthorne High,72,16.6805555556,0.874346343312
115,Antelope Valley Union High,1995398,Highland High,568,33.0669014085,0.419696176008
116,Santa Clara Unified,4330122,Santa Clara High,14,64.0,0.761659933896
117,Corona-Norco Unified,3330701,Santiago High,255,47.4235294118,0.432162875041
118,Antelope Valley Union High,1995406,Littlerock High,86,22.1976744186,0.492362982929
119,Grossmont Union High,3730066,Valhalla High,44,40.7727272727,0.44045616003
120,Poway Unified,3730074,Mt. Carmel High,44,59.2954545455,0.590174713507
121,Los Angeles Unified,1938885,University Senior High,97,43.1855670103,0.816501215559
122,Fairfield-Suisun Unified,4836003,Sem Yeto Continuation High,39,5.02564102564,0.649664153932
123,Perris Union High,3330727,Paloma Valley High,48,48.125,0.445681281176
124,Inglewood Unified,1936046,Morningside High,43,21.5348837209,0.838403294368
125,Temecula Valley Unified,3330743,Chaparral High,94,54.414893617,0.423866370972
126,Compton Unified,1931963,Compton High,63,6.57142857143,0.898423817863
127,Santa Rosa High,4930244,Carrillo (Maria) High,11,64.0,0.760627802691
128,Oxnard Union High,5634761,Rio Mesa High,14,57.0,0.733040003592
129,Oakland Unified,137943,Skyline High,249,23.0963855422,0.773475898939
130,Oakland Unified,6114011,"Independent Study, Sojourner",15,20.0,0.879256384577
131,Oakland Unified,135905,Oakland High,124,12.3387096774,0.925277728796
132,Pasadena Unified,1936103,John Muir High,86,27.7441860465,0.669747025528
133,Washington Unified,5735154,River City Senior High,45,44.4222222222,0.782843431314
134,Stockton Unified,3937406,Stagg Senior High,39,17.8974358974,0.594881537774
135,Victor Valley Union High,3638012,Victor Valley High,169,20.1124260355,0.447736654306
136,San Diego Unified,3730173,Serra High,89,47.5168539326,0.582085269983
137,Folsom-Cordova Unified,3433216,Folsom High,29,85.9310344828,0.496486605182
138,San Diego Unified,3730181,Mira Mesa High,46,65.5,0.620477794411
139,Long Beach Unified,1995539,Calif Acad Math and Science,58,80.9137931034,0.641695637546
140,Liberty Union High,733980,Liberty High,33,57.1818181818,0.571727092258
141,Los Angeles Unified,1936160,Nathaniel Narbonne Senior Hig,265,30.8943396226,0.690962980886
142,El Segundo Unified,1932763,El Segundo High,14,71.0,0.697785277368
143,Riverside Unified,3330859,Martin Luther King Jr. High,261,42.4559386973,0.529643427355
144,Twin Rivers Unified,3433265,Foothill High,47,36.2127659574,0.542284984841
145,Long Beach Unified,1995570,Educational Partnership High,16,19.0,0.727155394941
146,Los Alamitos Unified,3033917,Los Alamitos High,90,63.3333333333,0.515223440825
147,Roseville Joint Union High,3130176,Woodcreek High,12,75.0,0.516927675612
148,Palos Verdes Peninsula Unified,1995588,Palos Verdes Penins. High,90,68.9111111111,0.558045395403
149,Fontana Unified,3630902,Kaiser (Henry J.) High,42,50.0,0.782992589478
150,ABC Unified,1930056,Cerritos High,79,68.4556962025,0.669346150659
151,Campbell Union High,4338505,Westmont High,46,38.8260869565,0.759295386734
152,Monterey Peninsula Unified,111435,Marina High,12,83.0,0.751621643813
153,Central Unified,1030626,Central High East Campus,139,33.3741007194,0.586681844052
154,Kern Union High,1530708,Bakersfield High,85,43.5882352941,0.42465976693
155,Los Angeles Unified,1932128,Crenshaw Senior High,93,10.9247311828,0.878698742865
156,Sierra Sands Unified,1531367,Burroughs High,16,50.0,0.31420233463
157,Grossmont Union High,3732336,Granite Hills High,28,46.1428571429,0.44045616003
158,Oakland Unified,136051,Oakland Technical High,291,28.1443298969,0.855087197935
159,Milpitas Unified,4334470,Milpitas High,50,51.72,0.761451562984
160,Vacaville Unified,4830089,Wood (Will C.) High,69,34.768115942,0.533185589272
161,San Diego Unified,3730314,University City High,13,62.0,0.535812574977
162,Poway Unified,118935,Del Norte High,23,60.652173913,0.480098943108
163,Clovis Unified,113555,Clovis North High,38,73.4210526316,0.405669291339
164,Torrance Unified,1936277,North High,86,40.6627906977,0.695008146941
165,Sacramento City Unified,3435419,McClatchy (C. K.) High,27,29.7777777778,0.813576409309
166,Temecula Valley Unified,105734,Great Oak High,97,55.5463917526,0.408742194469
167,Culver City Unified,1932201,Culver City High,417,40.8489208633,0.783232413541
168,Compton Unified,1995695,"Chavez (Cesar) High, Cont.",16,0.0,0.843711153803
169,Torrance Unified,1938356,South High,22,82.0,0.613316134154
170,San Diego Unified,3730371,San Diego SCPA,11,82.0,0.639748894279
171,Campbell Union High,4331955,Del Mar High,22,45.5,0.769785351466
172,Palm Springs Unified,3335130,Palm Springs High,11,64.0,0.614053395947
173,Los Angeles Unified,1936350,North Hollywood Senior High,13,54.0,0.806232062321
174,Sweetwater Union High,3730405,Bonita Vista Senior High,44,84.1818181818,0.675064800415
175,Roseville Joint Union High,3136504,Roseville High,12,33.0,0.465835086665
176,Moreno Valley Unified,3331071,Vista del Lago High,192,24.6197916667,0.553964887475
177,West Contra Costa Unified,732164,De Anza Senior High,69,23.4347826087,0.8259762309
178,Newark Unified,130054,Newark Memorial High,57,38.5263157895,0.786626940927
179,Fremont Unified,130062,American High,12,50.0,0.759161490683
180,Grossmont Union High,3734548,Monte Vista High,116,42.25,0.567637598284
181,Anaheim Union High,3030038,Cypress High,43,79.3488372093,0.555395524042
182,South Pasadena Unified,1938455,South Pasadena Senior High,23,95.8260869565,0.803680981595
183,William S. Hart Union High,1995802,Valencia High,111,56.8198198198,0.553500458575
184,Compton Unified,1932326,Dominguez High,60,13.3,0.897839225101
185,Pleasanton Unified,130096,Foothill High,26,53.6538461538,0.704460402549
186,Vista Unified,3738705,Vista High,24,48.0833333333,0.523737297133
187,Los Angeles Unified,1932383,Susan Miller Dorsey Senior Hi,195,19.1641025641,0.911423670669
188,Hayward Unified,138339,Tennyson High,12,25.0,0.811079667267
189,Kern Union High,1530385,Ridgeview High,48,54.0416666667,0.441355674029
190,Vallejo City Unified,4838504,Vallejo High,184,20.7554347826,0.823778345576
191,San Francisco Unified,3839081,Washington (George) High,11,45.0,0.859501229364
192,Folsom-Cordova Unified,3431533,Cordova High,55,54.5272727273,0.513401072086
193,Pomona Unified,1995901,Diamond Ranch High,166,45.7590361446,0.694546617624
194,San Diego Unified,3734654,Morse High,34,47.2647058824,0.762409667101
195,Castro Valley Unified,132225,Castro Valley High,160,33.65625,0.748513127992
196,Long Beach Unified,1934470,Jordan High,239,17.0878661088,0.777751852068
197,Bellflower Unified,1930775,Bellflower High,71,33.5915492958,0.728351881293
198,Chaffey Joint Union High,3630225,Alta Loma High,54,49.8888888889,0.475426024151
199,Downey Unified,1932441,Downey High,61,37.6229508197,0.687788741231
200,Long Beach Unified,1995935,Cabrillo High,116,25.9396551724,0.737823921668
201,Manteca Unified,3930310,Sierra High,27,55.5555555556,0.507855822551
202,West Contra Costa Unified,730291,Middle College High,24,87.4166666667,0.870163170163
203,Los Angeles Unified,1938612,William Howard Taft Senior Hi,98,34.6224489796,0.705670515605
204,Alameda City Unified,130229,Alameda High,45,55.5555555556,0.891270112975
205,San Lorenzo Unified,111799,East Bay Arts High,13,27.0,0.819102405629
206,Antelope Valley Union High,1995968,Phoenix High Community Day,28,0.0,0.5248
207,Silver Valley Unified,3630274,Silver Valley High,29,55.6206896552,0.383355350066
208,East Side Union High,4330692,Evergreen Valley High,11,64.0,0.800276490201
209,Manteca Unified,101576,Weston Ranch High,42,38.2857142857,0.507855822551
210,Sweetwater Union High,111831,Olympian High,74,59.472972973,0.675064800415
211,Grossmont Union High,3734761,Mount Miguel High,76,21.3947368421,0.567637598284
212,Antelope Valley Union High,1936624,Palmdale High,418,19.1052631579,0.5248
213,Fairfield-Suisun Unified,4830451,Armijo High,105,37.0285714286,0.649664153932
214,Monterey Peninsula Unified,2735348,Seaside High,15,60.0,0.674866063713
215,San Marcos Unified,105726,Mission Hills High,37,70.4864864865,0.485431302545
216,Carlsbad Unified,3730694,Carlsbad High,12,83.0,0.549352222947
217,Liberty Union High,107797,Heritage High,192,47.5052083333,0.571727092258
218,Lemoore Union High,1635606,Lemoore High,60,48.3,0.421127512004
219,East Side Union High,4330031,Independence High,23,39.1304347826,0.800276490201
220,Elk Grove Unified,3430618,Sheldon High,153,35.9477124183,0.599445599446
221,Chaffey Joint Union High,3630373,Etiwanda High,464,45.3922413793,0.52787952788
222,Vista Unified,3730728,Rancho Buena Vista High,29,55.275862069,0.523737297133
223,San Diego Unified,3732781,Henry High,79,51.7974683544,0.645101219439
224,Chaffey Joint Union High,3634482,Ontario High,11,18.0,0.673227478223
225,Torrance Unified,1938752,Torrance High,28,42.7142857143,0.680197090568
226,Twin Rivers Unified,3433794,Grant Union High,80,20.0,0.606024488027
227,Los Angeles Unified,1996115,City of Angels,86,28.976744186,0.875575270308
228,Long Beach Unified,1934678,Lakewood High,404,30.1707920792,0.627080240644
229,Apple Valley Unified,3630423,Apple Valley High,17,47.0,0.412444444444
230,Liberty Union High,730457,Freedom High,143,28.5034965035,0.567729804007
231,Antioch Unified,730465,Deer Valley High,411,28.7469586375,0.720506845325
232,Mt. Diablo Unified,734566,Mt. Diablo High,12,33.0,0.702267303103
233,Paramount Unified,1936749,Paramount High,64,37.28125,0.852637254021
234,Campbell Union High,4330866,Branham High,42,38.119047619,0.722009598445
235,Chino Valley Unified,3632502,Chino High,25,32.12,0.56642519685
236,Poway Unified,3730819,Rancho Bernardo High,30,63.3333333333,0.555760188088
237,Norwalk-La Mirada Unified,1934728,La Mirada High,16,63.0,0.651520069242
238,Oceanside Unified,3739018,El Camino High,135,45.4666666667,0.506075917651
239,Inglewood Unified,1934231,Inglewood High,233,8.17596566524,0.841366589141
240,Travis Unified,4838801,Vanden High,226,50.2743362832,0.649664153932
241,San Francisco Unified,3833241,Lincoln (Abraham) High,59,16.8305084746,0.825506052539
242,Sweetwater Union High,3730843,Eastlake High,143,60.7832167832,0.64510460251
243,Pasadena Unified,1936822,Pasadena High,140,31.4214285714,0.689621329844
244,San Jacinto Unified,3337656,San Jacinto High,24,42.0,0.489327296248
245,Chino Valley Unified,3630522,Ruben S. Ayala High,59,56.0508474576,0.56642519685
246,Elk Grove Unified,105916,Monterey Trail High,143,43.4475524476,0.53358802929
247,San Diego Unified,3730884,Scripps Ranch High,46,73.8913043478,0.602946365561
248,Fremont Unified,138693,Washington High,64,35.953125,0.759161490683
249,Modesto City High,5034913,Robert Elliott Alternative Ed,23,4.17391304348,0.557129407737
250,Fontana Unified,3630555,Fontana Miller (A. B.) High,26,38.3076923077,0.598276322822
251,West Contra Costa Unified,730598,Hercules High,153,27.862745098,0.796276929513
252,Chaffey Joint Union High,3630571,Rancho Cucamonga High,386,45.7720207254,0.475426024151
253,Jurupa Unified,114157,Patriot High,11,64.0,0.588575560376
254,Rialto Unified,3630597,Rialto High,47,34.1276595745,0.797048080953
255,Morongo Unified,3636743,Twentynine Palms High,13,54.0,0.330801687764
256,New Haven Unified,134668,James Logan High,188,30.8085106383,0.816524839006
257,Corona-Norco Unified,3331600,Corona High,44,72.7727272727,0.47779425263
258,Pleasanton Unified,130583,Amador Valley High,24,62.5,0.670665009323
259,Los Angeles Unified,119727,Ramon C. Cortines School of V,25,60.12,0.854956965253
260,Los Angeles Unified,1931526,Carson Senior High,161,20.7080745342,0.776502242152
261,Anaheim Union High,3036712,Savanna High,24,45.75,0.685525159022
262,Capistrano Unified,3030574,Aliso Niguel High,28,64.6785714286,0.504467148292
263,Los Angeles Unified,1932847,Los Angeles Center for Enrich,47,68.1063829787,0.740799366838
264,Long Beach Unified,1936947,Polytechnic High,752,36.4521276596,0.836324705586
265,Walnut Valley Unified,1932862,Diamond Bar High,52,59.6923076923,0.57246031746
266,San Francisco Unified,3833407,Lowell High,11,73.0,0.826167975509
267,Dublin Unified,132704,Dublin High,98,54.1020408163,0.700857618296
268,Centinela Valley Union High,1934926,Lawndale High,62,35.6129032258,0.75959933222
269,Sacramento City Unified,101972,Rosemont High,61,45.7704918033,0.620729256388
270,Los Angeles Unified,1933241,Gardena Senior High,127,15.9212598425,0.739858156028
271,Los Angeles Unified,1939040,Venice Senior High,47,44.4893617021,0.805606900801
272,East Side Union High,4335204,Oak Grove High,42,23.7857142857,0.723253757737
273,Colton Joint Unified,3632742,Colton High,14,36.0,0.621570090359
274,Lincoln Unified,3933801,Lincoln High,110,43.8272727273,0.594881537774
275,Oakland Unified,110189,McClymonds High,73,7.58904109589,0.836138613861
276,Los Angeles Unified,124529,Rancho Dominguez Preparatory,89,21.6179775281,0.737823921668
277,San Juan Unified,3432051,Del Campo High,35,51.5142857143,0.486412512219
278,Los Angeles Unified,1932920,Fairfax Senior High,117,40.0769230769,0.843086361491
279,Vallejo City Unified,4830147,Bethel (Jesse M.) High,209,27.1483253589,0.737650351766
280,Moreno Valley Unified,3333770,Moreno Valley High,89,20.191011236,0.600726019361
281,San Ramon Valley Unified,730051,California High,28,57.4285714286,0.689691871072
282,Hesperia Unified,3630746,Sultana High,26,57.5,0.346627880273
283,Fontana Unified,108191,Summit High,215,33.5209302326,0.598276322822
284,Oceanside Unified,3735206,Oceanside High,86,51.8604651163,0.585771868293
285,Kern Union High,116392,Independence High,86,34.8372093023,0.815833333333
286,Redlands Unified,3630779,Redlands East Valley High,42,45.4047619048,0.560438237419
287,Lodi Unified,108225,Ronald E. McNair High,25,39.92,0.568053440739
288,Victor Valley Union High,3630787,Silverado High,169,25.9289940828,0.562874603361
289,Centinela Valley Union High,1935048,Leuzinger High,35,11.6571428571,0.75959933222
290,Los Angeles Unified,1933001,King/Drew Medical Magnet High,271,37.4206642066,0.855679055228
291,Walnut Valley Unified,1939149,Walnut High,55,61.7454545455,0.622432392493
292,Sweetwater Union High,3731064,Chula Vista Senior High,11,45.0,0.754016957886
293,Long Beach Unified,1996503,Renaissance High for the Arts,29,76.0,0.836324705586
294,Tracy Joint Unified,3938008,Tracy High,47,57.3617021277,0.628774661119
295,Downey Unified,1939164,Warren High,28,67.2857142857,0.687788741231
296,Beverly Hills Unified,1930981,Beverly Hills High,71,45.0704225352,0.720806916427
297,Fairfield-Suisun Unified,4833000,Fairfield High,89,29.1011235955,0.649664153932
298,Roseville Joint Union High,116459,Antelope High,61,59.0327868852,0.514728477984
299,Orange County Department of Education,3030764,Access County Community,60,11.75,0.554275122895
300,Antioch Unified,730861,Antioch High,73,31.301369863,0.671317619435
301,Antelope Valley Union High,100081,William J. (Pete) Knight High,497,25.7766599598,0.55445193331
302,Redondo Beach Unified,1937143,Redondo Union High,159,53.6352201258,0.71605516872
303,Berkeley Unified,134924,Berkeley Technology,17,8.0,0.95595970901
304,West Contra Costa Unified,732941,El Cerrito Senior High,229,19.6593886463,0.889901823282
305,Alameda City Unified,132878,Encinal High,66,42.303030303,0.891270112975
306,Elk Grove Unified,3430170,Valley High,11,27.0,0.810262114997
307,Benicia Unified,4831004,Benicia High,107,37.8224299065,0.689301416707
308,Fairfield-Suisun Unified,4830170,Rodriguez (Angelo) High,307,30.9674267101,0.658152554234
309,San Lorenzo Unified,130849,Arroyo High,51,41.1568627451,0.789598540146
310,Apple Valley Unified,3630894,Granite Hills High,44,45.5681818182,0.285087719298
311,Pasadena Unified,1931062,Blair High,68,42.7205882353,0.756913385827
312,Saddleback Valley Unified,3034956,Mission Viejo High,14,86.0,0.475959441779
313,Natomas Unified,102236,Inderkum High,120,29.05,0.673297678059
314,Redlands Unified,3635042,Redlands Senior High,37,70.3513513514,0.560438237419
315,Antelope Valley Union High,1996644,R. Rex Parris High,26,3.76923076923,0.5248
316,Kern Union High,100198,Golden Valley High,11,18.0,0.568197553658
317,ABC Unified,1933159,Gahr (Richard) High,240,46.6083333333,0.669346150659
318,Davis Joint Unified,5732201,Davis Senior High,11,73.0,0.521778584392
319,Rialto Unified,3633005,Eisenhower Senior High,95,31.3894736842,0.797048080953
320,San Juan Unified,3432317,El Camino Fundamental High,27,51.9259259259,0.613677778969
321,Antioch Unified,110494,Bidwell Continuation High,15,7.0,0.671317619435
322,Chino Valley Unified,3631017,Chino Hills High,189,51.4867724868,0.56642519685
323,Burbank Unified,1931187,Burbank High,33,57.9090909091,0.687874685747
324,Fontana Unified,120758,Jurupa Hills High,12,58.0,0.782992589478
325,Elk Grove Unified,3430329,"Rio Cazadero High, Cont.",11,18.0,0.810262114997
326,Stockton Unified,3932100,Edison High,30,29.8,0.651608986035
327,Chaffey Joint Union High,3631058,Los Osos High,287,61.6864111498,0.432260912753
328,Alvord Unified,3330008,La Sierra High,49,71.1836734694,0.641564318035
329,Hanford Joint Union High,1630169,Hanford West High,27,48.5185185185,0.41235459286
330,Irvine Unified,3035102,University High,11,73.0,0.631859982201
331,Burbank Unified,1931237,Burroughs High,42,64.3095238095,0.808108640031
332,Riverside Unified,3330024,Arlington High,27,55.8888888889,0.512108731466
333,Center Joint Unified,3430378,Center High,62,46.7419354839,0.514728477984
334,Centinela Valley Union High,1930239,Lloyde (R. K.) High,20,16.0,0.75959933222
