,District,School Code,School Name,number,score,vote
161,Fremont Union High,4334462,Monta Vista High,66,62.0454545455,0.810852120749
162,Konocti Unified,1730027,Carle (William C.) High (Cont,81,13.7283950617,0.431428571429
163,Milpitas Unified,4334470,Milpitas High,1493,44.8734092431,0.761451562984
164,Placentia-Yorba Linda Unified,3031945,El Camino Real Continuation Hi,51,8.0,0.503782332845
165,Poway Unified,118935,Del Norte High,184,44.7282608696,0.480098943108
166,Conejo Valley Unified,5637004,Thousand Oaks High,573,41.5671902269,0.573899239703
167,Orange Unified,3031952,El Modena High,1256,38.1114649682,0.581574185766
168,San Francisco Unified,3834769,O'Connell (John) Alternative,447,21.5212527964,0.927743252017
169,Placer County Office of Education,3130259,Placer County Community Schoo,95,14.0,0.466746794872
170,Inglewood Unified,1934231,Inglewood High,1762,14.9784335982,0.841366589141
171,Morgan Hill Unified,4334488,"Central High, Cont.",41,15.0,0.62508259548
172,Oakland Unified,107417,Leadership Prep High,150,6.12,0.879256384577
173,Inglewood Unified,1934249,Hillcrest High,53,9.71698113208,0.841366589141
174,Mt. Diablo Unified,730044,Northgate High,111,36.3153153153,0.675010429704
175,Newport-Mesa Unified,3032000,Estancia High,1101,28.8501362398,0.47624178429
176,Fontana Unified,3630019,"Birch High, Cont.",217,6.53456221198,0.598276322822
177,Tahoe-Truckee Joint Unified,3138500,Tahoe Truckee High,168,33.375,0.738916256158
178,Roseville Joint Union High,3130309,"Adelante High, Cont.",106,2.87735849057,0.465835086665
179,San Bernardino County Office of Educatio,107466,Community/Independent Altern.,235,5.9914893617,0.743398985121
180,Oakland Unified,115667,Oakland International High,313,1.93290734824,0.949256342957
181,Palm Springs Unified,3335130,Palm Springs High,1965,31.9679389313,0.614053395947
182,Ceres Unified,5030879,Ceres High,1429,35.8509447166,0.549878345499
183,Banning Unified,3330214,Banning High,1396,19.4161891117,0.449500318945
184,Antioch Unified,730101,Live Oak High (Continuation),48,10.0,0.671317619435
185,El Dorado Union High,930222,Vista High,16,13.0,0.376518218623
186,Turlock Unified,5036884,"Roselawn High, Cont.",203,0.369458128079,0.616432613708
187,Riverside Unified,115709,Riverside Virtual,19,26.0,0.55196454629
188,Galt Joint Union High,3433471,Galt High,833,34.3265306122,0.473642263464
189,Victor Valley Union High,3630100,Goodwill High,246,1.69105691057,0.499383401159
190,Los Angeles Unified,1934371,Thomas Jefferson Senior High,1821,11.699066447,0.922107850668
191,Tustin Unified,3032109,Foothill High,875,48.9771428571,0.624855443582
192,Santa Ynez Valley Union High,4236345,Santa Ynez Valley Union High,354,38.7062146893,0.605429172242
193,West Sonoma County Union High,4930400,Analy High,277,40.7942238267,0.788591562708
194,Sequoia Union High,4138053,Woodside High,1124,27.8122775801,0.786446020489
195,Pittsburg Unified,730184,Riverside High (Continuation),115,3.6,0.811901646119
196,Rialto Unified,3630159,Milor Continuation High,68,4.0,0.797048080953
197,William S. Hart Union High,1934421,"Bowman (Jereann) High, Cont.",140,11.1714285714,0.45738545338
198,Sutter Union High,5137500,Sutter High,123,36.406504065,0.351928692178
199,Huntington Beach Union High,3032158,Fountain Valley High,938,66.249466951,0.534994634553
200,Los Angeles Unified,1934454,David Starr Jordan Senior Hig,1041,13.8347742555,0.91624251497
201,South San Francisco Unified,4130324,"Baden High, Cont.",35,6.71428571429,0.823785517874
202,Morongo Unified,3630209,Monument Alternative/Continuat,20,35.0,0.330801687764
203,Long Beach Unified,1934470,Jordan High,3857,19.9730360384,0.777751852068
204,Mountain View-Los Altos Union High,4334728,Mountain View High,210,30.1666666667,0.829648526077
205,Morongo Unified,3630217,Sky Alternative/Cont.,22,14.0,0.330801687764
206,Mountain View-Los Altos Union High,4334736,"Alta Vista High, Cont.",38,20.9210526316,0.829648526077
207,Chaffey Joint Union High,3630225,Alta Loma High,1603,38.1241422333,0.475426024151
208,Antioch Unified,730259,Prospects High (Alternative),109,21.4220183486,0.671317619435
209,Los Banos Unified,2434207,Los Banos High,854,28.2693208431,0.609182058047
210,Rim of the World Unified,3630241,Mountain High,42,10.0,0.416916018352
211,West Contra Costa Unified,730275,North Campus Continuation,78,1.42307692308,0.870163170163
212,Acalanes Union High,730283,Acalanes High,14,64.0,0.772479288745
213,West Contra Costa Unified,730291,Middle College High,228,55.5394736842,0.870163170163
214,Konocti Unified,107706,Blue Heron,25,4.48,0.431428571429
215,Milpitas Unified,4331039,Calaveras Hills,44,15.0,0.761451562984
216,Silver Valley Unified,3630274,Silver Valley High,180,34.2722222222,0.383355350066
217,Yuba City Unified,107722,River Valley High,1242,31.8719806763,0.436825813714
218,Mt. Diablo Unified,730317,Horizons Alternative,13,23.0,0.706974540128
219,Kerman Unified,1033422,Enterprise High,71,9.9014084507,0.604410751206
220,Bear Valley Unified,3630290,"Chautauqua High, Cont.",43,20.8372093023,0.359212738602
221,San Diego County Office of Education,115923,South Region Community,219,5.09589041096,0.754522217853
222,West Contra Costa Unified,730325,Vista High (Alternative),47,14.8085106383,0.870163170163
223,Kerman Unified,1033430,Kerman High,1290,35.8046511628,0.604410751206
224,Alhambra Unified,1934553,Mark Keppel High,2245,63.2008908686,0.663436301232
225,San Diego County Office of Education,115931,Hope Region Community,14,14.0,0.703490464196
226,Mt. Diablo Unified,730333,Gateway High (Continuation),13,0.0,0.811901646119
227,San Bernardino City Unified,3630308,San Andreas High,345,0.730434782609,0.540065016539
228,Yucaipa-Calimesa Joint Unified,3638509,Yucaipa High,1564,33.7372122762,0.383247817085
229,Los Angeles Unified,120360,Daniel Pearl Journalism & Comm,364,49.4587912088,0.768974432634
230,Mt. Diablo Unified,730358,Prospect High (Continuation),11,9.0,0.706974540128
231,San Diego County Office of Education,115964,Mountain Region Court,155,7.27096774194,0.67032967033
232,Gilroy Unified,4334850,Mt. Madonna High,153,7.16339869281,0.697410402909
233,San Diego County Office of Education,115972,Mesa Region Court,256,11.7578125,0.65646846576
234,Liberty Union High,107797,Heritage High,337,48.6231454006,0.571727092258
235,San Mateo County Office of Education,4130076,Hillcrest at Youth Services C,50,1.9,0.797596821294
236,San Diego County Office of Education,115998,San Pasqual Academy,103,17.5922330097,0.515933646186
237,Chaffey Joint Union High,3630373,Etiwanda High,1471,40.8212100612,0.52787952788
238,Manteca Unified,3935111,"Calla High, Cont.",114,3.28947368421,0.507855822551
239,San Diego County Office of Education,116020,East Region Court,46,0.0,0.613442403744
240,Mt. Diablo Unified,730424,Summit High (Continuation),18,6.0,0.66013560674
241,Colton Joint Unified,3630399,Washington High,87,9.32183908046,0.621570090359
242,Twin Rivers Unified,3433794,Grant Union High,2208,22.7169384058,0.606024488027
243,Hesperia Unified,3630407,Hesperia High,2066,26.0164569216,0.346627880273
244,Martinez Unified,730440,Vicente Martinez High,59,13.593220339,0.73651024615
245,Long Beach Unified,1934678,Lakewood High,2467,35.0214835833,0.627080240644
246,Apple Valley Unified,3630423,Apple Valley High,1433,36.9204466155,0.412444444444
247,Morongo Unified,3638616,Yucca Valley High,1106,31.7405063291,0.330801687764
248,Liberty Union High,730457,Freedom High,788,35.4175126904,0.567729804007
249,San Bernardino County Office of Educatio,3630431,Detention and Assessment,171,2.33918128655,0.621570090359
250,Antioch Unified,730465,Deer Valley High,1569,29.3639260676,0.720506845325
251,Upland Unified,3630456,Hillside High,97,14.7628865979,0.610185756392
252,Norwalk-La Mirada Unified,1934728,La Mirada High,1202,39.7537437604,0.651520069242
253,Tamalpais Union High,2131340,Sir Francis Drake High,49,46.9387755102,0.842657342657
254,Lake Elsinore Unified,107920,Lakeside High,1719,32.8615474113,0.418744769874
255,Kern Union High,1533330,Highland High,1515,26.9557755776,0.288645690834
256,Denair Unified,5031521,Denair High,223,18.3721973094,0.515901060071
257,Martinez Unified,730549,Alhambra Senior High,272,43.9154411765,0.73651024615
258,Fullerton Joint Union High,3032505,Fullerton Un. High,1428,38.0322128852,0.607724006762
259,Chino Valley Unified,3630522,Ruben S. Ayala High,429,52.9836829837,0.56642519685
260,Rialto Unified,3630530,Zupanic High,21,14.0,0.797048080953
261,Los Angeles Unified,124362,Valley Academy of Arts and Sc,1107,26.0,0.607977991747
262,Liberty Union High,730572,Independence High,62,29.0483870968,0.571727092258
263,Hacienda la Puente Unified,1934801,La Puente High,1895,27.4295514512,0.765904748425
264,Los Angeles Unified,124370,"Arts, Theatre, Entertainment",519,19.774566474,0.823900205693
265,Amador County Unified,334755,Argonaut High,259,29.1467181467,0.385672227674
266,San Bernardino City Unified,3630548,Alternative Learning Cent,56,19.8928571429,0.540065016539
267,Centinela Valley Union High,1934926,Lawndale High,2843,32.8030249736,0.75959933222
268,Fontana Unified,3630555,Fontana Miller (A. B.) High,3059,33.9993461916,0.598276322822
269,Kingsburg Joint Union High,1033695,Kingsburg High,488,31.381147541,0.350026357406
270,Lucerne Valley Unified,3630563,Lucerne Valley High,213,21.0281690141,0.290057518488
271,Los Angeles Unified,124388,Social Justice Humanitas,590,32.4169491525,0.823900205693
272,West Contra Costa Unified,730598,Hercules High,516,22.1996124031,0.796276929513
273,Kings Canyon Joint Unified,1033703,Kings Canyon Continuation,84,9.5,0.528384279476
274,Chaffey Joint Union High,3630571,Rancho Cucamonga High,1543,44.0466623461,0.475426024151
275,Los Angeles Unified,124396,Academy of Scientific Explora,419,21.6563245823,0.823900205693
276,Los Angeles Unified,124404,Teacher Preparation Acad #5F,486,9.35596707819,0.823900205693
277,Contra Costa County Office of Education,730614,Golden Gate,42,4.69047619048,0.73651024615
278,Los Angeles Unified,124412,Los Angeles River,421,18.3847980998,0.843943498452
279,Kingsburg Joint Union High,1033729,Oasis Continuation High,24,16.7916666667,0.350026357406
280,Los Angeles Unified,124420,Schl - History & Dramatic Arts,345,33.4173913043,0.843943498452
281,Rialto Unified,3630597,Rialto High,3524,29.938138479,0.797048080953
282,Coast Unified,4032009,Coast Union High,115,39.9304347826,0.607917958502
283,Whittier Union High,1934868,La Serna High,1681,40.5788221297,0.593833692599
284,Los Angeles Unified,124438,ARTLAB @ Sotomayor,340,17.8764705882,0.843943498452
285,Ceres Unified,108076,Central Valley High,2015,30.7563275434,0.549878345499
286,Los Angeles Unified,124461,Social Justice: Global Issues,704,10.8096590909,0.922107850668
287,Rocklin Unified,108084,Whitney High,556,42.5557553957,0.451236019092
288,Kings Canyon Joint Unified,108092,Orange Cove High,796,30.8781407035,1.0
289,Livermore Valley Joint Unified,132670,Del Valle Continuation High,28,3.5,0.429708222812
290,Los Angeles Unified,124479,Social Justice: Fine and Perf,761,12.0197109067,0.922107850668
291,Konocti Unified,1730118,Richard H. Lewis Alternative,45,22.9777777778,0.431428571429
292,Los Angeles Unified,124487,Public Svs South Region HS#2,504,10.2202380952,0.924713206895
293,Los Angeles Unified,124495,Comm & Tech-SRH#2B,411,7.76155717762,0.924713206895
294,Oakland Unified,132688,Dewey Academy,95,0.0,0.92997246108
295,Los Angeles Unified,124503,Green Design So Region HS#2C,469,15.2174840085,0.924713206895
296,Montebello Unified,1996388,Montebello Community Day,78,2.47435897436,0.737907992804
297,Los Angeles Unified,124511,Performing Arts Comm SRH#2,447,12.6487695749,0.924713206895
298,Dublin Unified,132704,Dublin High,225,52.08,0.700857618296
299,Lincoln Unified,3933793,"Larsson (Sture) High, Cont.",114,14.1052631579,0.594881537774
300,Kern Union High,1533538,Kern Valley High,391,23.0076726343,0.254545454545
301,East Side Union High,4335204,Oak Grove High,1722,24.1962833914,0.723253757737
302,Lincoln Unified,3933801,Lincoln High,1556,40.8849614396,0.594881537774
303,Los Angeles Unified,124529,Rancho Dominguez Preparatory,1022,27.7270058708,0.737823921668
304,Lake Elsinore Unified,116343,Keith McCarthy Academy,73,5.42465753425,0.418744769874
305,Barstow Unified,3630712,Central High (Continuation),110,2.99090909091,0.488238562697
306,Sweetwater Union High,116350,Bounce Back Independent Study,363,10.5041322314,0.754016957886
307,Fairfield-Suisun Unified,124545,Dover Bridge to Success,11,27.0,0.649664153932
308,Montebello Unified,124552,Applied Technology Center,328,30.5487804878,0.737907992804
309,Emery Unified,132746,Emery Secondary,250,17.888,0.915275200989
310,California Education Authority,5637780,Perry (Mary B.) High,111,0.0,0.562587476419
311,Hesperia Unified,3630746,Sultana High,1946,36.8427543679,0.346627880273
312,Fontana Unified,108191,Summit High,2208,32.1014492754,0.598276322822
313,Delano Joint Union High,116384,Robert F. Kennedy High,1338,40.6038863976,0.800452147702
314,Kern Union High,116392,Independence High,1221,33.9598689599,0.815833333333
315,Garden Grove Unified,3032752,Garden Grove High,1964,42.7026476578,0.646146252027
316,Redlands Unified,3630779,Redlands East Valley High,1409,34.3470546487,0.560438237419
317,Gateway Unified,4531901,Central Valley High,633,29.6287519747,0.318652162377
318,Lodi Unified,108225,Ronald E. McNair High,1919,25.1490359562,0.568053440739
319,Salinas Union High,124610,El Puente,123,9.83739837398,0.766725159026
320,Victor Valley Union High,3630787,Silverado High,3865,21.6605433376,0.562874603361
321,El Dorado Union High,930081,Oak Ridge High,158,58.3291139241,0.455197962491
322,Centinela Valley Union High,1935048,Leuzinger High,1857,22.6322024771,0.75959933222
323,Anaheim Union High,3032786,"Gilbert High, Cont.",452,5.74336283186,0.639949943388
324,Barstow Unified,3630803,Barstow High,1175,21.6434042553,0.488238562697
325,Laton Joint Unified,1033950,Laton High,165,23.5333333333,0.346239761727
326,Roseville Joint Union High,116459,Antelope High,1005,39.3800995025,0.514728477984
327,Antioch Unified,730861,Antioch High,1716,21.1515151515,0.671317619435
328,Antelope Valley Union High,100081,William J. (Pete) Knight High,1377,22.8649237473,0.55445193331
329,Chaffey Joint Union High,3630845,Chaffey Community Day,152,12.0131578947,0.740069892208
330,San Diego County Office of Education,124677,East Region Community-El Cajon,44,13.5681818182,0.613442403744
331,Linden Unified,3933959,Linden High,532,34.9755639098,0.871118012422
332,San Diego County Office of Education,124685,East Region Community-La Mesa,69,5.91304347826,0.613442403744
333,Alameda City Unified,132878,Encinal High,749,33.4699599466,0.891270112975
334,Los Angeles Unified,1935121,Abraham Lincoln Senior High,2555,28.9526418787,0.854827231755
335,San Diego County Office of Education,124693,North Region Community-Escondi,80,5.0,0.485431302545
336,Yuba City Unified,5130018,Powell (Albert) Cont.,116,12.1379310345,0.402011581835
337,Perris Union High,3335973,Perris,3333,25.196819682,0.624669797476
338,San Dieguito Union High,3737384,"Sunset High, Cont.",19,16.0,0.639365324083
339,Woodland Joint Unified,5738802,Woodland Senior High,981,25.4933741081,0.655936454849
340,Apple Valley Unified,3630894,Granite Hills High,1203,22.6134663342,0.285087719298
341,San Diego County Office of Education,124719,North Region Community-San Mar,72,12.5277777778,0.485431302545
342,Fontana Unified,3630902,Kaiser (Henry J.) High,2525,29.6007920792,0.782992589478
343,Kingsburg Joint Union High,124727,Kingsburg Independent Study H,13,15.0,0.350026357406
344,East Side Union High,4335428,Overfelt (William C.) Hig,1878,19.9313099042,0.796362220492
